input technique,input type,subject id,timestamp,time needed in ms,input
default,key pressed,1,2017-06-21 14:34:58.206166,0.137041,"e"
default,key pressed,1,2017-06-21 14:34:58.701642,0.495446," "
default,key pressed,1,2017-06-21 14:34:59.294109,0.592436,"q"
default,word typed,1,2017-06-21 14:34:59.294289,4.502222,"the q"
default,key pressed,1,2017-06-21 14:34:59.416578,0.122426,"u"
default,key pressed,1,2017-06-21 14:34:59.642288,0.225686,"i"
default,key pressed,1,2017-06-21 14:34:59.716689,0.074372,"c"
default,key pressed,1,2017-06-21 14:34:59.860815,0.144097,"k"
default,key pressed,1,2017-06-21 14:35:00.004655,0.143811," "
default,word typed,1,2017-06-21 14:35:00.004745,0.710451,"uick "
default,key pressed,1,2017-06-21 14:35:00.419480,0.413143,"b"
default,key pressed,1,2017-06-21 14:35:00.544625,0.125121,"r"
default,key pressed,1,2017-06-21 14:35:00.712936,0.168281,"o"
default,key pressed,1,2017-06-21 14:35:00.802615,0.089608,"w"
default,key pressed,1,2017-06-21 14:35:01.051285,0.248658,"n"
default,word typed,1,2017-06-21 14:35:01.051401,1.046643,"brown"
default,key pressed,1,2017-06-21 14:35:01.316122,0.264810," "
default,key pressed,1,2017-06-21 14:35:02.057630,0.738310,"f"
default,key pressed,1,2017-06-21 14:35:02.073846,0.018175,"o"
default,key pressed,1,2017-06-21 14:35:02.200922,0.124593,"x"
default,key pressed,1,2017-06-21 14:35:02.300060,0.099129," "
default,word typed,1,2017-06-21 14:35:02.300156,1.248746," fox "
default,key pressed,1,2017-06-21 14:35:02.853005,0.552915,"j"
default,key pressed,1,2017-06-21 14:35:03.038445,0.185413,"u"
default,key pressed,1,2017-06-21 14:35:03.226433,0.187959,"m"
default,key pressed,1,2017-06-21 14:35:03.434186,0.207722,"p"
default,key pressed,1,2017-06-21 14:35:03.551727,0.117516,"s"
default,word typed,1,2017-06-21 14:35:03.551804,1.251643,"jumps"
default,key pressed,1,2017-06-21 14:35:03.710078,0.158322," "
default,key pressed,1,2017-06-21 14:35:03.759469,0.049358,"o"
default,key pressed,1,2017-06-21 14:35:04.021395,0.261893,"v"
default,key pressed,1,2017-06-21 14:35:04.345728,0.324252,"r"
default,key pressed,1,2017-06-21 14:35:04.968095,0.622350," "
default,word typed,1,2017-06-21 14:35:04.968172,1.416360," ovr "
default,key pressed,1,2017-06-21 14:35:05.239013,0.270883,"h"
default,key pressed,1,2017-06-21 14:35:05.670947,0.431910," "
default,key pressed,1,2017-06-21 14:35:05.885601,0.214623,"t"
default,key pressed,1,2017-06-21 14:35:05.962120,0.076488,"h"
default,key pressed,1,2017-06-21 14:35:06.106048,0.143899,"e"
default,word typed,1,2017-06-21 14:35:06.106130,1.137948,"r the"
default,key pressed,1,2017-06-21 14:35:06.243837,0.137760," "
default,key pressed,1,2017-06-21 14:35:06.550361,0.306459,"l"
default,key pressed,1,2017-06-21 14:35:06.701009,0.143012,"a"
default,key pressed,1,2017-06-21 14:35:06.911989,0.213055,"z"
default,key pressed,1,2017-06-21 14:35:07.061087,0.149072,"y"
default,word typed,1,2017-06-21 14:35:07.061349,0.955200," lazy"
default,key pressed,1,2017-06-21 14:35:07.208805,0.147689," "
default,key pressed,1,2017-06-21 14:35:07.374031,0.165197,"d"
default,key pressed,1,2017-06-21 14:35:07.485852,0.111794,"o"
default,key pressed,1,2017-06-21 14:35:07.573436,0.087554,"f"
default,key pressed,1,2017-06-21 14:35:08.027868,0.454399,"o"
default,word typed,1,2017-06-21 14:35:08.027960,0.966607,"zy do"
default,key pressed,1,2017-06-21 14:35:08.164763,0.136852,"g"
default,sentence typed,1,2017-06-21 14:35:08.297495,11.731086,"the quick brown fox jumps ovr the lazy dog"
default,key pressed,1,2017-06-21 14:35:09.894093,1.729303,"j"
default,key pressed,1,2017-06-21 14:35:09.957309,0.063189,"a"
default,key pressed,1,2017-06-21 14:35:10.073390,0.116050,"c"
default,key pressed,1,2017-06-21 14:35:10.192949,0.119534,"k"
default,key pressed,1,2017-06-21 14:35:10.345999,0.153023,"d"
default,word typed,1,2017-06-21 14:35:10.346068,2.318105,"jackd"
default,key pressed,1,2017-06-21 14:35:10.550469,0.204377,"a"
default,key pressed,1,2017-06-21 14:35:10.801333,0.250846,"w"
default,key pressed,1,2017-06-21 14:35:11.006392,0.204963,"s"
default,key pressed,1,2017-06-21 14:35:11.237404,0.230998," "
default,key pressed,1,2017-06-21 14:35:11.879014,0.641485,"l"
default,word typed,1,2017-06-21 14:35:11.879133,1.533037,"aws l"
default,key pressed,1,2017-06-21 14:35:12.067161,0.188100,"o"
default,key pressed,1,2017-06-21 14:35:12.185036,0.117851,"v"
default,key pressed,1,2017-06-21 14:35:12.324994,0.139928,"e"
default,key pressed,1,2017-06-21 14:35:12.418886,0.093857," "
default,key pressed,1,2017-06-21 14:35:12.607057,0.188133,"m"
default,word typed,1,2017-06-21 14:35:12.607137,0.728007,"ove m"
default,key pressed,1,2017-06-21 14:35:12.700555,0.093474,"y"
default,key pressed,1,2017-06-21 14:35:12.889049,0.188462," "
default,key pressed,1,2017-06-21 14:35:13.273898,0.384818,"b"
default,key pressed,1,2017-06-21 14:35:13.451153,0.177225,"i"
default,key pressed,1,2017-06-21 14:35:13.561610,0.110425,"g"
default,word typed,1,2017-06-21 14:35:13.561752,0.954598,"y big"
default,key pressed,1,2017-06-21 14:35:13.682745,0.121105," "
default,key pressed,1,2017-06-21 14:35:13.931504,0.248730,"s"
default,key pressed,1,2017-06-21 14:35:14.041048,0.109516,"p"
default,key pressed,1,2017-06-21 14:35:14.286056,0.244974,"h"
default,key pressed,1,2017-06-21 14:35:14.421864,0.135782,"i"
default,word typed,1,2017-06-21 14:35:14.421941,0.860185," sphi"
default,key pressed,1,2017-06-21 14:35:14.564000,0.142103,"n"
default,key pressed,1,2017-06-21 14:35:14.987007,0.422977,"x"
default,key pressed,1,2017-06-21 14:35:15.106589,0.119556," "
default,key pressed,1,2017-06-21 14:35:16.282261,1.175636,"o"
default,key pressed,1,2017-06-21 14:35:16.530936,0.248651,"f"
default,word typed,1,2017-06-21 14:35:16.531014,2.109066,"nx of"
default,key pressed,1,2017-06-21 14:35:16.654634,0.123669," "
default,key pressed,1,2017-06-21 14:35:16.879393,0.224732,"q"
default,key pressed,1,2017-06-21 14:35:17.127097,0.247676,"u"
default,key pressed,1,2017-06-21 14:35:17.255869,0.128680,"a"
default,key pressed,1,2017-06-21 14:35:17.483576,0.227697,"r"
default,word typed,1,2017-06-21 14:35:17.483970,0.952931," quar"
default,key pressed,1,2017-06-21 14:35:17.622671,0.139058,"t"
default,key pressed,1,2017-06-21 14:35:17.800891,0.178194,"z"
default,sentence typed,1,2017-06-21 14:35:18.113290,9.815770,"jackdaws love my big sphinx of quartz"
default,key pressed,1,2017-06-21 14:35:19.546316,1.745401,"h"
default,key pressed,1,2017-06-21 14:35:19.994172,0.442089,""
default,key pressed,1,2017-06-21 14:35:20.285642,0.291462,"t"
default,key pressed,1,2017-06-21 14:35:20.426513,0.140831,"h"
default,key pressed,1,2017-06-21 14:35:20.561484,0.134951,"e"
default,word typed,1,2017-06-21 14:35:20.561628,3.077653,"the"
default,key pressed,1,2017-06-21 14:35:20.740770,0.179246," "
default,key pressed,1,2017-06-21 14:35:21.449562,0.708761,"q"
default,key pressed,1,2017-06-21 14:35:21.526305,0.076715,"u"
default,key pressed,1,2017-06-21 14:35:21.688519,0.162154,"i"
default,key pressed,1,2017-06-21 14:35:21.794935,0.106378,"c"
default,word typed,1,2017-06-21 14:35:21.795015,1.233384," quic"
default,key pressed,1,2017-06-21 14:35:21.912001,0.117071,"k"
default,key pressed,1,2017-06-21 14:35:22.032838,0.120787," "
default,key pressed,1,2017-06-21 14:35:22.213023,0.180164,"o"
default,key pressed,1,2017-06-21 14:35:22.388427,0.175374,"n"
default,key pressed,1,2017-06-21 14:35:22.641147,0.252695,"y"
default,word typed,1,2017-06-21 14:35:22.641237,0.846202,"k ony"
default,key pressed,1,2017-06-21 14:35:23.326321,0.685149,"x"
default,key pressed,1,2017-06-21 14:35:23.497271,0.170916," "
default,key pressed,1,2017-06-21 14:35:24.169876,0.672580,"g"
default,key pressed,1,2017-06-21 14:35:24.353163,0.183260,"o"
default,key pressed,1,2017-06-21 14:35:24.536556,0.179435,"b"
default,word typed,1,2017-06-21 14:35:24.536743,1.895502,"x gob"
default,key pressed,1,2017-06-21 14:35:24.594191,0.057606,"l"
default,key pressed,1,2017-06-21 14:35:24.740227,0.146007,"i"
default,key pressed,1,2017-06-21 14:35:24.900203,0.159952,"n"
default,key pressed,1,2017-06-21 14:35:25.082617,0.182383," "
default,key pressed,1,2017-06-21 14:35:25.341598,0.258892,"k"
default,word typed,1,2017-06-21 14:35:25.341688,0.804942,"lin k"
default,key pressed,1,2017-06-21 14:35:25.794478,0.452858,"u"
default,key pressed,1,2017-06-21 14:35:26.079570,0.285062,"m"
default,key pressed,1,2017-06-21 14:35:26.284980,0.205382,"p"
default,key pressed,1,2017-06-21 14:35:26.543790,0.258783,"s"
default,key pressed,1,2017-06-21 14:35:26.668459,0.124641," "
default,word typed,1,2017-06-21 14:35:26.668536,1.326841,"umps "
default,key pressed,1,2017-06-21 14:35:26.907224,0.238700,"o"
default,key pressed,1,2017-06-21 14:35:27.244710,0.337494,"v"
default,key pressed,1,2017-06-21 14:35:27.450152,0.205412,"e"
default,key pressed,1,2017-06-21 14:35:27.590298,0.140119,"r"
default,key pressed,1,2017-06-21 14:35:27.665985,0.075657," "
default,word typed,1,2017-06-21 14:35:27.666164,0.997611,"over "
default,key pressed,1,2017-06-21 14:35:27.872264,0.206255,"t"
default,key pressed,1,2017-06-21 14:35:27.989226,0.116930,"h"
default,key pressed,1,2017-06-21 14:35:28.093717,0.104465,"e"
default,key pressed,1,2017-06-21 14:35:28.225692,0.131946," "
default,key pressed,1,2017-06-21 14:35:28.453431,0.227709,"l"
default,word typed,1,2017-06-21 14:35:28.453520,0.787352,"the l"
default,key pressed,1,2017-06-21 14:35:28.575280,0.121820,"a"
default,key pressed,1,2017-06-21 14:35:29.086845,0.511536,"z"
default,key pressed,1,2017-06-21 14:35:29.151177,0.064304,"y"
default,key pressed,1,2017-06-21 14:35:29.333542,0.182335," "
default,key pressed,1,2017-06-21 14:35:29.622604,0.289033,"d"
default,word typed,1,2017-06-21 14:35:29.622683,1.169155,"azy d"
default,key pressed,1,2017-06-21 14:35:29.856105,0.233442,"w"
default,key pressed,1,2017-06-21 14:35:30.002224,0.146110,"a"
default,key pressed,1,2017-06-21 14:35:30.192604,0.190365,"r"
default,key pressed,1,2017-06-21 14:35:30.369868,0.177237,"f"
default,sentence typed,1,2017-06-21 14:35:30.623368,12.510042,"the quick onyx goblin kumps over the lazy dwarf"
default,key pressed,1,2017-06-21 14:35:31.938866,1.568963,"m"
default,key pressed,1,2017-06-21 14:35:32.052662,0.113766,"y"
default,key pressed,1,2017-06-21 14:35:32.189440,0.136752," "
default,key pressed,1,2017-06-21 14:35:32.519098,0.329616,"g"
default,key pressed,1,2017-06-21 14:35:32.714494,0.195371,"i"
default,word typed,1,2017-06-21 14:35:32.714588,3.091895,"my gi"
default,key pressed,1,2017-06-21 14:35:32.853446,0.138921,"r"
default,key pressed,1,2017-06-21 14:35:32.973186,0.119704,"l"
default,key pressed,1,2017-06-21 14:35:33.136429,0.163215," "
default,key pressed,1,2017-06-21 14:35:33.274138,0.137654,"w"
default,key pressed,1,2017-06-21 14:35:33.396239,0.122098,"o"
default,word typed,1,2017-06-21 14:35:33.396356,0.681755,"rl wo"
default,key pressed,1,2017-06-21 14:35:33.723649,0.327386,"v"
default,key pressed,1,2017-06-21 14:35:33.888860,0.165144,"e"
default,key pressed,1,2017-06-21 14:35:33.998478,0.109607," "
default,key pressed,1,2017-06-21 14:35:34.412508,0.414003,"s"
default,key pressed,1,2017-06-21 14:35:34.642126,0.229587,"i"
default,word typed,1,2017-06-21 14:35:34.642209,1.245847,"ve si"
default,key pressed,1,2017-06-21 14:35:34.905951,0.263794,"x"
default,key pressed,1,2017-06-21 14:35:35.023888,0.117856," "
default,key pressed,1,2017-06-21 14:35:35.374219,0.350311,"d"
default,key pressed,1,2017-06-21 14:35:35.528379,0.154129,"o"
default,key pressed,1,2017-06-21 14:35:35.764030,0.235622,"z"
default,word typed,1,2017-06-21 14:35:35.764152,1.121892,"x doz"
default,key pressed,1,2017-06-21 14:35:35.840784,0.076708,"e"
default,key pressed,1,2017-06-21 14:35:35.983392,0.142592,"n"
default,key pressed,1,2017-06-21 14:35:36.085947,0.102515," "
default,key pressed,1,2017-06-21 14:35:36.627087,0.541112,"p"
default,key pressed,1,2017-06-21 14:35:36.830587,0.203471,"l"
default,word typed,1,2017-06-21 14:35:36.830701,1.066542,"en pl"
default,key pressed,1,2017-06-21 14:35:36.946145,0.115524,"a"
default,key pressed,1,2017-06-21 14:35:37.107571,0.161402,"i"
default,key pressed,1,2017-06-21 14:35:37.250527,0.142926,"d"
default,key pressed,1,2017-06-21 14:35:37.391133,0.136072," "
default,key pressed,1,2017-06-21 14:35:37.727022,0.331431,"j"
default,word typed,1,2017-06-21 14:35:37.728599,0.897381,"aid j"
default,key pressed,1,2017-06-21 14:35:37.735978,0.008956,"a"
default,key pressed,1,2017-06-21 14:35:37.876179,0.140153,"c"
default,key pressed,1,2017-06-21 14:35:37.960568,0.084369,"k"
default,key pressed,1,2017-06-21 14:35:38.068401,0.107787,"e"
default,key pressed,1,2017-06-21 14:35:38.291818,0.223392,"t"
default,word typed,1,2017-06-21 14:35:38.292137,0.563547,"acket"
default,key pressed,1,2017-06-21 14:35:38.546798,0.254954,"s"
default,key pressed,1,2017-06-21 14:35:38.654184,0.107355," "
default,key pressed,1,2017-06-21 14:35:39.260822,0.606603,"b"
default,key pressed,1,2017-06-21 14:35:39.378417,0.117571,"e"
default,key pressed,1,2017-06-21 14:35:39.602186,0.223740,"f"
default,word typed,1,2017-06-21 14:35:39.602467,1.310320,"s bef"
default,key pressed,1,2017-06-21 14:35:39.737948,0.135737,"o"
default,key pressed,1,2017-06-21 14:35:39.842636,0.104635,"r"
default,key pressed,1,2017-06-21 14:35:39.994512,0.151001,"e"
default,key pressed,1,2017-06-21 14:35:40.116948,0.122417," "
default,key pressed,1,2017-06-21 14:35:40.329272,0.212294,"h"
default,word typed,1,2017-06-21 14:35:40.329354,0.726882,"ore h"
default,key pressed,1,2017-06-21 14:35:40.392757,0.063456,"e"
default,key pressed,1,2017-06-21 14:35:40.521593,0.128812," "
default,key pressed,1,2017-06-21 14:35:40.658613,0.136987,"q"
default,key pressed,1,2017-06-21 14:35:40.792566,0.133924,"u"
default,key pressed,1,2017-06-21 14:35:40.950801,0.158205,"i"
default,word typed,1,2017-06-21 14:35:40.950882,0.621521,"e qui"
default,key pressed,1,2017-06-21 14:35:41.043444,0.092614,"t"
default,sentence typed,1,2017-06-21 14:35:41.329342,10.705945,"my girl wove six dozen plaid jackets before he quit"
default,key pressed,1,2017-06-21 14:35:42.811964,1.761449,"y"
default,key pressed,1,2017-06-21 14:35:43.160510,0.348536,""
default,key pressed,1,2017-06-21 14:35:43.458662,0.298121,"c"
default,key pressed,1,2017-06-21 14:35:43.675066,0.216373,"r"
default,key pressed,1,2017-06-21 14:35:43.870370,0.195271,"y"
default,word typed,1,2017-06-21 14:35:43.870642,2.919739,"cry"
default,key pressed,1,2017-06-21 14:35:44.460563,0.590168,"r"
default,key pressed,1,2017-06-21 14:35:44.722472,0.261878,"a"
default,key pressed,1,2017-06-21 14:35:44.868375,0.145875,"z"
default,key pressed,1,2017-06-21 14:35:45.024569,0.156162,"y"
default,key pressed,1,2017-06-21 14:35:45.237134,0.212533," "
default,word typed,1,2017-06-21 14:35:45.237252,1.366601,"razy "
default,key pressed,1,2017-06-21 14:35:45.945106,0.707945,"f"
default,key pressed,1,2017-06-21 14:35:46.043717,0.098581,"e"
default,key pressed,1,2017-06-21 14:35:46.242023,0.198277,"r"
default,key pressed,1,2017-06-21 14:35:46.619830,0.377778,"e"
default,key pressed,1,2017-06-21 14:35:46.753788,0.133926,"f"
default,word typed,1,2017-06-21 14:35:46.753870,1.516613,"azy f"
default,key pressed,1,2017-06-21 14:35:46.841133,0.087318,"r"
default,key pressed,1,2017-06-21 14:35:46.994410,0.153242,"e"
default,key pressed,1,2017-06-21 14:35:47.200914,0.206466,"d"
default,key pressed,1,2017-06-21 14:35:47.373094,0.172164,"e"
default,key pressed,1,2017-06-21 14:35:47.536240,0.163113,"r"
default,word typed,1,2017-06-21 14:35:47.536371,0.782486,"reder"
default,key pressed,1,2017-06-21 14:35:47.852585,0.316312,"c"
default,key pressed,1,2017-06-21 14:35:47.986202,0.133588,"k"
default,key pressed,1,2017-06-21 14:35:48.422418,0.436193," "
default,key pressed,1,2017-06-21 14:35:49.036953,0.614507,"b"
default,key pressed,1,2017-06-21 14:35:49.206098,0.169113,"o"
default,word typed,1,2017-06-21 14:35:49.206181,1.669804,"ck bo"
default,key pressed,1,2017-06-21 14:35:49.420649,0.214521,"u"
default,key pressed,1,2017-06-21 14:35:50.041517,0.612818,"g"
default,key pressed,1,2017-06-21 14:35:50.047666,0.008919,"h"
default,key pressed,1,2017-06-21 14:35:50.091576,0.039583,"t"
default,key pressed,1,2017-06-21 14:35:50.215282,0.123686," "
default,word typed,1,2017-06-21 14:35:50.215358,1.009170,"ught "
default,key pressed,1,2017-06-21 14:35:50.461844,0.238990,"m"
default,key pressed,1,2017-06-21 14:35:50.488461,0.028616,"a"
default,key pressed,1,2017-06-21 14:35:50.653614,0.149650,"n"
default,key pressed,1,2017-06-21 14:35:50.711341,0.055740,"y"
default,key pressed,1,2017-06-21 14:35:50.874705,0.163344," "
default,word typed,1,2017-06-21 14:35:50.874789,0.659422,"many "
default,key pressed,1,2017-06-21 14:35:51.388592,0.512986,"e"
default,key pressed,1,2017-06-21 14:35:51.755068,0.366475," "
default,key pressed,1,2017-06-21 14:35:51.895120,0.136988,"r"
default,key pressed,1,2017-06-21 14:35:52.718792,0.823660," "
default,key pressed,1,2017-06-21 14:35:53.324073,0.605239,"v"
default,word typed,1,2017-06-21 14:35:53.324155,2.449359,"any v"
default,key pressed,1,2017-06-21 14:35:53.404869,0.080726,"e"
default,key pressed,1,2017-06-21 14:35:53.470121,0.065226,"r"
default,key pressed,1,2017-06-21 14:35:53.790588,0.320441,"y"
default,key pressed,1,2017-06-21 14:35:54.021615,0.230995," "
default,key pressed,1,2017-06-21 14:35:54.184337,0.162694,"e"
default,word typed,1,2017-06-21 14:35:54.184419,0.860256,"ery e"
default,key pressed,1,2017-06-21 14:35:54.522780,0.337318,"x"
default,key pressed,1,2017-06-21 14:35:55.030337,0.507546,"q"
default,key pressed,1,2017-06-21 14:35:55.138717,0.108357,"u"
default,key pressed,1,2017-06-21 14:35:55.300087,0.161341,"i"
default,key pressed,1,2017-06-21 14:35:55.433900,0.133785,"t"
default,word typed,1,2017-06-21 14:35:55.433973,1.249551,"xquit"
default,key pressed,1,2017-06-21 14:35:55.773362,0.339397,"i"
default,key pressed,1,2017-06-21 14:35:55.900391,0.126999,"s"
default,key pressed,1,2017-06-21 14:35:56.114711,0.214236,"i"
default,key pressed,1,2017-06-21 14:35:56.232063,0.117381,"t"
default,key pressed,1,2017-06-21 14:35:56.387525,0.155435,"e"
default,word typed,1,2017-06-21 14:35:56.387600,0.953617,"isite"
default,key pressed,1,2017-06-21 14:35:56.538902,0.151347," "
default,key pressed,1,2017-06-21 14:35:57.576235,1.037258,"o"
default,key pressed,1,2017-06-21 14:35:57.678118,0.101797,"p"
default,key pressed,1,2017-06-21 14:35:57.759891,0.081766,"a"
default,key pressed,1,2017-06-21 14:35:57.976241,0.216324," "
default,word typed,1,2017-06-21 14:35:57.976313,1.588707," opa "
default,key pressed,1,2017-06-21 14:35:58.313559,0.337285,"j"
default,key pressed,1,2017-06-21 14:35:58.585382,0.271748,"e"
default,key pressed,1,2017-06-21 14:35:58.695332,0.109927,"w"
default,key pressed,1,2017-06-21 14:35:58.820255,0.124888,"e"
default,key pressed,1,2017-06-21 14:35:58.964818,0.144537,"i"
default,word typed,1,2017-06-21 14:35:58.964903,0.988579,"jewei"
default,key pressed,1,2017-06-21 14:35:59.411305,0.446459,"e"
default,key pressed,1,2017-06-21 14:35:59.800779,0.389445,"s"
default,key pressed,1,2017-06-21 14:36:00.184831,0.379787,"e"
default,key pressed,1,2017-06-21 14:36:00.470813,0.285990,"l"
default,key pressed,1,2017-06-21 14:36:00.535244,0.064359,"s"
default,word typed,1,2017-06-21 14:36:00.535340,1.570429,"ewels"
default,sentence typed,1,2017-06-21 14:36:00.703705,19.374334,"crazy frederck bought many very exquisite opa jewels"
default,key pressed,1,2017-06-21 14:36:02.382477,1.835479,"j"
default,key pressed,1,2017-06-21 14:36:02.419881,0.038991,"i"
default,key pressed,1,2017-06-21 14:36:02.702088,0.268784,"m"
default,key pressed,1,2017-06-21 14:36:02.889245,0.189694,"m"
default,key pressed,1,2017-06-21 14:36:03.109386,0.220123," "
default,word typed,1,2017-06-21 14:36:03.109520,2.574167,"jimm "
default,key pressed,1,2017-06-21 14:36:03.274512,0.165098,"q"
default,key pressed,1,2017-06-21 14:36:03.836470,0.561919,"u"
default,key pressed,1,2017-06-21 14:36:04.011654,0.175136,"i"
default,key pressed,1,2017-06-21 14:36:04.124553,0.112838,"c"
default,key pressed,1,2017-06-21 14:36:04.230166,0.105592,"k"
default,word typed,1,2017-06-21 14:36:04.230245,1.120726,"quick"
default,key pressed,1,2017-06-21 14:36:04.409456,0.179269,"l"
default,key pressed,1,2017-06-21 14:36:04.548365,0.138876,"y"
default,key pressed,1,2017-06-21 14:36:04.685323,0.136932," "
default,key pressed,1,2017-06-21 14:36:04.856733,0.171380,"r"
default,key pressed,1,2017-06-21 14:36:05.015777,0.159011,"e"
default,word typed,1,2017-06-21 14:36:05.015863,0.785606,"ly re"
default,key pressed,1,2017-06-21 14:36:05.220292,0.204486,"a"
default,key pressed,1,2017-06-21 14:36:05.286685,0.066362,"l"
default,key pressed,1,2017-06-21 14:36:05.407466,0.120758,"i"
default,key pressed,1,2017-06-21 14:36:05.620963,0.213468,"z"
default,key pressed,1,2017-06-21 14:36:05.697580,0.076580,"e"
default,word typed,1,2017-06-21 14:36:05.697656,0.681790,"alize"
default,key pressed,1,2017-06-21 14:36:05.867111,0.169506,"d"
default,key pressed,1,2017-06-21 14:36:06.008508,0.141371," "
default,key pressed,1,2017-06-21 14:36:06.700795,0.692259,"t"
default,key pressed,1,2017-06-21 14:36:06.907012,0.206187,"h"
default,key pressed,1,2017-06-21 14:36:06.934322,0.027279,"a"
default,word typed,1,2017-06-21 14:36:06.934402,1.236735,"d tha"
default,key pressed,1,2017-06-21 14:36:07.092483,0.158134,"t"
default,key pressed,1,2017-06-21 14:36:07.269454,0.176944," "
default,key pressed,1,2017-06-21 14:36:07.749287,0.472659,"b"
default,key pressed,1,2017-06-21 14:36:07.781419,0.034167,"e"
default,key pressed,1,2017-06-21 14:36:07.881276,0.099816,"a"
default,word typed,1,2017-06-21 14:36:07.881466,0.947045,"t bea"
default,key pressed,1,2017-06-21 14:36:08.040273,0.158972,"u"
default,key pressed,1,2017-06-21 14:36:08.347596,0.307283,"t"
default,key pressed,1,2017-06-21 14:36:08.528719,0.181106,"i"
default,key pressed,1,2017-06-21 14:36:09.065138,0.535692,"f"
default,key pressed,1,2017-06-21 14:36:09.163604,0.098438,"u"
default,word typed,1,2017-06-21 14:36:09.163750,1.282276,"utifu"
default,key pressed,1,2017-06-21 14:36:09.270761,0.107123,"k"
default,key pressed,1,2017-06-21 14:36:09.437934,0.167144," "
default,key pressed,1,2017-06-21 14:36:10.120916,0.682945,"g"
default,key pressed,1,2017-06-21 14:36:10.330207,0.209267,"o"
default,key pressed,1,2017-06-21 14:36:10.442197,0.111965,"w"
default,word typed,1,2017-06-21 14:36:10.442267,1.278519,"k gow"
default,key pressed,1,2017-06-21 14:36:10.545988,0.103760,"n"
default,key pressed,1,2017-06-21 14:36:10.659621,0.113601," "
default,key pressed,1,2017-06-21 14:36:10.742298,0.082647,"a"
default,key pressed,1,2017-06-21 14:36:10.913558,0.171226,"r"
default,key pressed,1,2017-06-21 14:36:11.098635,0.185050,"e"
default,word typed,1,2017-06-21 14:36:11.098750,0.656468,"n are"
default,key pressed,1,2017-06-21 14:36:11.210679,0.112014," "
default,key pressed,1,2017-06-21 14:36:11.447308,0.236566,"e"
